推广位ID,推广位名称,order_line_count,attributed_order_count,sku_count,item_quantity,attributed_payment_amount,zero_payment_line_count,active_days,invalid_order_count,non_invalid_order_count,mixed_status_order_count,classified_order_count,invalid_order_rate,zero_payment_line_rate,attributed_payment_amount_per_active_day,attributed_payment_amount_share,is_main_comparison_eligible,scale_threshold_amount,risk_threshold_rate,scale_risk_quadrant
18999869189289,TstressI10,7,7,3,7,708.1700000000001,0,5,0,7,0,7,0.0,0.0,141.63400000000001,0.00017389107197222903,False,,,
19000061189185,VproI540,4,3,2,5,705.19,1,2,1,2,0,3,0.3333333333333333,0.25,352.595,0.00017315933327321996,False,,,
19000063189117,VproI546,4,4,2,4,701.2,0,1,0,4,0,4,0.0,0.0,701.2,0.00017217958917622463,False,,,
18999855489045,TmultiI3,9,6,5,10,696.48,2,5,0,5,1,5,0.0,0.2222222222222222,139.296,0.00017102059365296194,False,,,
18999819988964,TsleepI40,6,5,3,8,696.1,1,2,0,4,1,4,0.0,0.16666666666666666,348.05,0.00017092728469134333,False,,,
19000067788949,VproI532,4,4,1,4,692.28,0,3,2,2,0,4,0.5,0.0,230.76,0.00016998928407717736,False,,,
18999852089107,CsleepI56,9,3,7,9,691.88,3,1,1,1,1,2,0.5,0.3333333333333333,691.88,0.00016989106411757884,False,,,
19000065239064,VproI58,4,4,1,4,681.4399999999999,0,3,0,4,0,4,0.0,0.0,227.14666666666665,0.00016732752317205718,False,,,
19000069038913,VproI24,4,4,2,4,670.13,0,2,0,4,0,4,0.0,0.0,335.065,0.00016455035381440872,False,,,
19000137489169,VproI37,4,4,3,4,644.11,0,2,0,4,0,4,0.0,0.0,322.055,0.0001581611454425243,False,,,
18999847939228,CsleepI58,6,6,4,6,638.23,0,3,1,5,0,6,0.16666666666666666,0.0,212.74333333333334,0.0001567173120364259,False,,,
18999856839036,TmultiI17,5,4,4,6,630.45,0,3,0,4,0,4,0.0,0.0,210.15,0.00015480693382223447,False,,,
18999916189069,VstressI5,8,4,5,9,626.64,2,3,0,3,1,3,0.0,0.25,208.88,0.00015387138870705846,False,,,
19000062039367,VproI27,4,4,1,4,599.45,0,3,1,3,0,4,0.25,0.0,199.8166666666667,0.00014719488695334832,False,,,
18999902939350,TstressI13,5,5,2,5,553.5500000000001,0,4,0,5,0,5,0.0,0.0,138.38750000000002,0.00013592414658941692,False,,,
18999854239108,TmultiI6,5,3,5,5,547.24,0,1,0,3,0,3,0.0,0.0,547.24,0.00013437472672675008,False,,,
18999740088897,TsleepI19,6,5,3,6,523.9499999999999,1,2,0,5,0,5,0.0,0.16666666666666666,261.97499999999997,0.0001286558695791256,False,,,
18999736289281,TsleepI12,4,4,1,4,518.62,0,2,0,4,0,4,0.0,0.0,259.31,0.0001273470886174752,False,,,
19000067038987,VproI547,3,3,1,3,502.53,0,1,0,3,0,3,0.0,0.0,502.53,0.0001233961907426243,False,,,
19000066939269,VproI28,3,3,1,3,456.35,0,2,0,3,0,3,0.0,0.0,228.175,0.0001120566964069739,False,,,
19000066089035,VproI536,2,2,2,3,413.61,0,1,0,2,0,2,0.0,0.0,413.61,0.00010156189372387088,False,,,
19000008439297,VstressstressI6,3,3,3,3,406.03000000000003,0,2,1,2,0,3,0.3333333333333333,0.0,203.01500000000001,9.970062548947873e-05,False,,,
18999912339244,VstressI2,4,4,1,4,389.23,0,3,0,4,0,4,0.0,0.0,129.74333333333334,9.557538718634042e-05,False,,,
18999728139307,VsleepI57,4,4,2,4,383.2,0,1,0,4,0,4,0.0,0.0,383.2,9.409472129539257e-05,False,,,
18999718188915,VsleepI26,4,4,1,4,381.55,0,3,0,4,0,4,0.0,0.0,127.18333333333334,9.368956396204863e-05,False,,,
18999857639047,VesleepI8,3,2,3,3,369.84,0,2,0,2,0,2,0.0,0.0,184.92,9.081417464480163e-05,False,,,
18999855239065,TmultiI2,4,3,2,4,363.71,0,2,0,3,0,3,0.0,0.0,181.855,8.930895376395415e-05,False,,,
18999717089219,VsleepI8,4,4,2,4,355.06,0,3,0,4,0,4,0.0,0.0,118.35333333333334,8.718494713763592e-05,False,,,
19000136039213,VproI42,2,2,2,2,351.32,0,1,0,2,0,2,0.0,0.0,351.32,8.626659051538966e-05,False,,,
19000062539155,VproI517,2,2,1,2,350.64,0,1,0,2,0,2,0.0,0.0,350.64,8.609961658407216e-05,False,,,
18999738289191,TsleepI16,4,3,3,4,347.48,0,3,0,3,0,3,0.0,0.0,115.82666666666667,8.532367890324377e-05,False,,,
19000063539110,VproI548,2,1,2,2,342.94,0,1,0,1,0,1,0.0,0.0,342.94,8.420888236180044e-05,False,,,
19000244839136,VproI579,4,2,2,4,332.90999999999997,2,2,0,2,0,2,0.0,0.5,166.45499999999998,8.174601687486727e-05,False,,,
18999725389323,VsleepI39,4,4,3,6,313.23,0,3,0,4,0,4,0.0,0.0,104.41000000000001,7.691359486261956e-05,False,,,
18999717338949,VsleepI12,2,2,1,2,296.96000000000004,0,1,1,1,0,2,0.5,0.0,296.96000000000004,7.291849800594933e-05,False,,,
19000018839225,VproI7,2,2,1,2,296.85,0,2,0,2,0,2,0.0,0.0,148.425,7.289148751705973e-05,False,,,
18999738838956,TsleepI11,3,3,2,3,295.01,0,2,0,3,0,3,0.0,0.0,147.505,7.243967570290647e-05,False,,,
19000008839235,VstressI13,3,3,2,3,289.54,0,2,0,3,0,3,0.0,0.0,144.77,7.109651775539658e-05,False,,,
18999717488931,VsleepI5,3,3,1,3,271.29,0,2,2,1,0,3,0.6666666666666666,0.0,135.645,6.66152320987136e-05,False,,,
18999845338990,XsleepI7,3,2,2,4,268.28999999999996,1,2,0,1,1,1,0.0,0.3333333333333333,134.14499999999998,6.587858240172461e-05,False,,,
18999712889387,VsleepI24,2,2,1,3,249.36,0,2,0,2,0,2,0.0,0.0,124.68,6.123032281372415e-05,False,,,
18999809389175,TsleepI30,2,2,2,2,239.08,0,2,1,1,0,2,0.5,0.0,119.54,5.87060698520419e-05,False,,,
19000010389193,VesleepI14,2,2,1,2,238.8,0,2,1,1,0,2,0.5,0.0,119.4,5.863731588032293e-05,False,,,
19000011139202,VesleepI13,2,2,1,2,216.63,0,2,0,2,0,2,0.0,0.0,108.315,5.319347461957435e-05,False,,,
19000006989252,VesleepI24,2,2,1,2,210.58,0,2,0,2,0,2,0.0,0.0,105.29,5.170789773064658e-05,False,,,
18999855039107,VesleepI5,2,2,2,2,206.25,0,1,0,2,0,2,0.0,0.0,206.25,5.0644666667992476e-05,False,,,
18999860038914,TmultiI18,2,1,2,2,206.01,0,1,0,1,0,1,0.0,0.0,206.01,5.058573469223336e-05,False,,,
18999713539354,VsleepI19,2,2,1,2,202.26,0,2,0,2,0,2,0.0,0.0,101.13,4.966492257099713e-05,False,,,
18999910689336,VesleepI11,1,1,1,2,193.58,0,1,1,0,0,1,1.0,0.0,193.58,4.753354944770902e-05,False,,,
18999841789060,XsleepI4,2,2,1,2,186.3,0,1,0,2,0,2,0.0,0.0,186.3,4.574594618301576e-05,False,,,
18999725539356,VsleepI53,2,2,1,2,181.61,0,1,0,2,0,2,0.0,0.0,181.61,4.4594317156722977e-05,False,,,
18999717538930,VsleepI13,2,2,1,2,180.79000000000002,0,2,1,1,0,2,0.5,0.0,90.39500000000001,4.439296623954599e-05,False,,,
18999849489212,CsleepI63,1,1,1,2,180.73,0,1,0,1,0,1,0.0,0.0,180.73,4.437823324560621e-05,False,,,
18999827989373,CsleepI6,2,2,1,2,178.98000000000002,0,2,0,2,0,2,0.0,0.0,89.49000000000001,4.394852092236264e-05,False,,,
18999717638916,VsleepI6,2,2,1,2,176.54000000000002,0,1,0,2,0,2,0.0,0.0,176.54000000000002,4.3349379168811604e-05,False,,,
18999715139366,VsleepI21,2,2,1,2,176.25,0,2,0,2,0,2,0.0,0.0,88.125,4.3278169698102665e-05,False,,,
19000007789231,VstressI23,2,1,2,2,171.12,0,1,0,1,0,1,0.0,0.0,171.12,4.2018498716251506e-05,False,,,
19000245239104,VproI576,1,1,1,1,170.65,0,1,0,1,0,1,0.0,0.0,170.65,4.1903090263723235e-05,False,,,
19000064889050,VproI510,1,1,1,1,169.89,0,1,0,1,0,1,0.0,0.0,169.89,4.171647234048602e-05,False,,,
19000245289075,VproI578,2,1,2,2,169.89,1,1,0,1,0,1,0.0,0.5,169.89,4.171647234048602e-05,False,,,
19000247538988,VproI571,1,1,1,1,168.43,0,1,0,1,0,1,0.0,0.0,168.43,4.135796948795139e-05,False,,,
19000245389060,VproI580,1,1,1,1,167.56,0,1,0,1,0,1,0.0,0.0,167.56,4.114434107582458e-05,False,,,
18999859288959,TmultiI4,1,1,1,2,165.27,0,1,0,1,0,1,0.0,0.0,165.27,4.0582031807122995e-05,False,,,
19000065489064,VproI557,1,1,1,1,163.02,0,1,0,1,0,1,0.0,0.0,163.02,4.0029544534381256e-05,False,,,
19000067688955,VproI531,1,1,1,1,163.02,0,1,0,1,0,1,0.0,0.0,163.02,4.0029544534381256e-05,False,,,
18999832139198,CsleepI28,1,1,1,1,158.49,0,1,0,1,0,1,0.0,0.0,158.49,3.891720349192789e-05,False,,,
19000136089227,VproI47,1,1,1,1,151.56,0,1,0,1,0,1,0.0,0.0,151.56,3.721554269188334e-05,False,,,
19000133839279,VproI36,1,1,1,1,148.02,0,1,0,1,0,1,0.0,0.0,148.02,3.634629604943635e-05,False,,,
19000066339264,VproI18,1,1,1,1,146.03,0,1,0,1,0,1,0.0,0.0,146.03,3.585765175043366e-05,False,,,
19000024339084,VproI9,1,1,1,1,145.29,0,1,0,1,0,1,0.0,0.0,145.29,3.567594482517637e-05,False,,,
19000136139229,VproI41,1,1,1,1,145.29,0,1,0,1,0,1,0.0,0.0,145.29,3.567594482517637e-05,False,,,
18999727239275,VsleepI51,1,1,1,1,122.4,0,1,0,1,0,1,0.0,0.0,122.4,3.0055307637150447e-05,False,,,
19000008189236,VstressI17,1,1,1,1,122.27,0,1,0,1,0,1,0.0,0.0,122.27,3.002338615028092e-05,False,,,
18999847439251,CsleepI52,1,1,1,1,113.23,0,1,0,1,0,1,0.0,0.0,113.23,2.7803615063354124e-05,False,,,
18999858039018,VesleepI10,1,1,1,1,112.36,0,1,0,1,0,1,0.0,0.0,112.36,2.758998665122732e-05,False,,,
18999825589283,RsleepI10,1,1,1,1,107.56,0,1,0,1,0,1,0.0,0.0,107.56,2.641134713604495e-05,False,,,
19000011789137,VesleepI34,1,1,1,1,106.43,0,1,0,1,0,1,0.0,0.0,106.43,2.6133875750179103e-05,False,,,
19000016089066,VesleepI25,1,1,1,1,106.43,0,1,0,1,0,1,0.0,0.0,106.43,2.6133875750179103e-05,False,,,
18999857189059,VesleepI3,1,1,1,1,106.43,0,1,0,1,0,1,0.0,0.0,106.43,2.6133875750179103e-05,False,,,
19000014189106,VesleepI26,1,1,1,1,106.43,0,1,0,1,0,1,0.0,0.0,106.43,2.6133875750179103e-05,False,,,
19000016139098,VesleepI32,1,1,1,1,106.43,0,1,0,1,0,1,0.0,0.0,106.43,2.6133875750179103e-05,False,,,
19000006439251,VesleepI16,1,1,1,1,105.29,0,1,0,1,0,1,0.0,0.0,105.29,2.585394886532329e-05,False,,,
18999730389210,VsleepI32,1,1,1,1,103.23,0,1,0,1,0,1,0.0,0.0,103.23,2.5348116073390854e-05,False,,,
18999915189104,VstressI11,1,1,1,1,99.98,0,1,0,1,0,1,0.0,0.0,99.98,2.455007890165279e-05,False,,,
18999911539279,VstressI4,1,1,1,1,96.43,0,1,0,1,0,1,0.0,0.0,96.43,2.367837676021583e-05,False,,,
18999912389257,VstressI6,1,1,1,1,96.43,0,1,1,0,0,1,1.0,0.0,96.43,2.367837676021583e-05,False,,,
18999912539198,VesleepI12,1,1,1,1,95.29,0,1,0,1,0,1,0.0,0.0,95.29,2.3398449875360016e-05,False,,,
18999717288981,VsleepI16,1,1,1,1,94.06,0,1,0,1,0,1,0.0,0.0,94.06,2.3096423499594534e-05,False,,,
18999725039366,VsleepI56,1,1,1,1,94.05,0,1,0,1,0,1,0.0,0.0,94.05,2.309396800060457e-05,False,,,
18999807189201,TsleepI23,1,1,1,1,93.66,0,1,0,1,0,1,0.0,0.0,93.66,2.2998203539996e-05,False,,,
18999715189282,VsleepI20,1,1,1,1,93.09,0,1,0,1,0,1,0.0,0.0,93.09,2.2858240097568096e-05,False,,,
18999725089339,VsleepI58,1,1,1,1,92.91,0,1,0,1,0,1,0.0,0.0,92.91,2.2814041115748757e-05,False,,,
19000004789268,VstressI22,1,1,1,1,91.67,0,1,0,1,0,1,0.0,0.0,91.67,2.250955924099331e-05,False,,,
18999713089388,VsleepI27,1,1,1,1,91.52,0,1,0,1,0,1,0.0,0.0,91.52,2.2472726756143863e-05,False,,,
18999870439246,TstressI5,2,1,2,2,90.00999999999999,0,1,0,1,0,1,0.0,0.0,90.00999999999999,2.2101946408659406e-05,False,,,
19000008989226,VesleepI21,1,1,1,1,89.69,0,1,0,1,0,1,0.0,0.0,89.69,2.2023370440980583e-05,False,,,
18999716339325,VsleepI25,1,1,1,1,89.61,0,1,0,1,0,1,0.0,0.0,89.61,2.200372644906088e-05,False,,,
19000018539004,JsleepI1,1,1,1,1,88.69,0,1,0,1,0,1,0.0,0.0,88.69,2.1777820541984255e-05,False,,,
18999715689313,VsleepI28,1,1,1,1,87.56,0,1,0,1,0,1,0.0,0.0,87.56,2.1500349156118407e-05,False,,,
18999842339050,XsleepI10,1,1,1,1,87.56,0,1,0,1,0,1,0.0,0.0,87.56,2.1500349156118407e-05,False,,,
18999818988973,TsleepI48,1,1,1,1,81.2,0,1,0,1,0,1,0.0,0.0,81.2,1.9938651798501766e-05,False,,,
