推广位ID,推广位名称,order_line_count,attributed_order_count,sku_count,item_quantity,attributed_payment_amount,zero_payment_line_count,active_days,invalid_order_count,non_invalid_order_count,mixed_status_order_count,classified_order_count,invalid_order_rate,zero_payment_line_rate,attributed_payment_amount_per_active_day,attributed_payment_amount_share,is_main_comparison_eligible,scale_threshold_amount,risk_threshold_rate,scale_risk_quadrant
18999734289354,TsleepI13,17,11,3,20,1794.35,6,6,0,8,3,8,0.0,0.35294117647058826,299.05833333333334,0.0004406024612640596,False,,,
19000063689041,TproI517,12,12,2,12,1764.15,0,6,0,12,0,12,0.0,0.0,294.02500000000003,0.0004331868543143706,False,,,
18999734889371,TsleepI9,16,15,3,20,1718.85,1,5,0,15,0,15,0.0,0.0625,343.77,0.0004220634438898369,False,,,
19000062389109,TproI513,10,10,4,10,1648.73,0,5,0,10,0,10,0.0,0.0,329.746,0.0004048454849722145,False,,,
18999714289327,VsleepI1,16,12,4,16,1620.14,4,8,2,10,0,12,0.16666666666666666,0.25,202.5175,0.0003978252133599095,False,,,
18999853439189,VesleepI6,13,12,3,15,1594.22,0,6,2,10,0,12,0.16666666666666666,0.0,265.7033333333333,0.0003914605599779247,False,,,
18999725939298,VsleepI38,15,14,3,15,1489.89,0,7,2,12,0,14,0.14285714285714285,0.0,212.8414285714286,0.0003658423390156379,False,,,
18999738888935,TsleepI15,15,14,3,15,1456.26,0,3,1,13,0,14,0.07142857142857142,0.0,485.42,0.0003575844959123914,False,,,
19000061489173,VproI543,13,8,3,13,1319.3600000000001,5,5,0,8,0,8,0.0,0.38461538461538464,263.872,0.00032396871473979426,False,,,
19000061189183,VproI59,8,8,2,8,1303.35,0,7,2,6,0,8,0.25,0.0,186.19285714285712,0.000320037460856863,False,,,
19000022189112,VproI5,8,8,1,8,1245.24,0,6,1,7,0,8,0.125,0.0,207.54,0.00030576855622618647,False,,,
19000067938912,TproI58,8,8,3,8,1235.18,0,5,0,8,0,8,0.0,0.0,247.036,0.0003032983242422834,False,,,
19000062839349,VproI23,8,8,2,8,1199.59,0,5,0,8,0,8,0.0,0.0,239.91799999999998,0.0002945592033370041,False,,,
18999820538950,TsleepI46,11,11,1,12,1184.8799999999999,0,5,0,11,0,11,0.0,0.0,236.97599999999997,0.0002909471643227681,False,,,
19000248138947,VproI581,12,7,2,12,1170.16,5,6,0,7,0,7,0.0,0.4166666666666667,195.02666666666667,0.0002873326698095422,False,,,
19000024839076,VproI2,8,8,3,8,1127.73,0,4,1,7,0,8,0.125,0.0,281.9325,0.000276913987595128,False,,,
18999823538897,TsleepI38,12,9,4,13,1095.14,2,5,0,7,2,7,0.0,0.16666666666666666,219.02800000000002,0.00026891151638683774,False,,,
18999907589145,TstressI17,9,9,3,9,1083.3600000000001,0,8,1,8,0,9,0.1111111111111111,0.0,135.42000000000002,0.000266018938576661,False,,,
18999872239200,TstressI3,9,9,3,10,1039.47,0,6,3,6,0,9,0.3333333333333333,0.0,173.245,0.0002552417535097122,False,,,
18999913189217,VstressI1,10,10,2,10,1008.01,0,4,2,8,0,10,0.2,0.0,252.0025,0.00024751675368728774,False,,,
19000011089186,VstressI19,11,7,6,11,979.26,2,1,0,6,1,6,0.0,0.18181818181818182,979.26,0.00024045719409114335,False,,,
18999724939359,VsleepI59,10,10,2,10,977.51,0,6,2,8,0,10,0.2,0.0,162.91833333333332,0.00024002748176789977,False,,,
18999717288983,VsleepI18,10,10,2,10,946.84,0,5,0,10,0,10,0.0,0.0,189.368,0.00023249646636568243,False,,,
18999717388952,VsleepI14,9,9,2,9,926.95,0,3,0,9,0,9,0.0,0.0,308.98333333333335,0.00022761247887464548,False,,,
19000062589084,TproI56,6,6,1,6,886.9000000000001,0,5,1,5,0,6,0.16666666666666666,0.0,177.38000000000002,0.00021777820541984258,False,,,
19000063589326,VproI12,6,6,1,6,884.28,0,2,1,5,0,6,0.16666666666666666,0.0,442.14,0.00021713486468447217,False,,,
19000066939017,VproI533,6,6,2,6,871.12,0,5,0,6,0,6,0.0,0.0,174.224,0.00021390342801368053,False,,,
19000024789044,VproI4,6,6,1,6,839.47,0,4,0,6,0,6,0.0,0.0,209.8675,0.00020613177371044678,False,,,
19000062189137,VproI518,5,5,3,5,838.9000000000001,0,3,0,5,0,5,0.0,0.0,279.6333333333334,0.00020599181026801887,False,,,
19000064789082,VproI541,6,5,2,6,830.5899999999999,1,4,0,5,0,5,0.0,0.16666666666666666,207.64749999999998,0.00020395129060735937,False,,,
19000067638916,TproI516,5,5,1,5,826.61,0,4,1,4,0,5,0.2,0.0,206.6525,0.000202974002009354,False,,,
19000133589330,VproI38,5,5,2,5,808.61,0,1,0,5,0,5,0.0,0.0,808.61,0.00019855410382742011,False,,,
